journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Current Molecular Medicine,1566-5240,1875-5666,Molecular Medicinal Science,Molecular Medicinal Science,Bentham Science,Hybrid,Q3,,2.5,,"Current Molecular Medicine is an interdisciplinary journal focused on providing the readership with current and comprehensive reviews, original research articles, short communications/letters and drug clinical trial studies on fundamental molecular mechanisms of disease pathogenesis, the development of molecular-diagnosis and/or novel approaches to rational treatment. The reviews should be of significant interest to basic researchers and clinical investigators in molecular medicine. Periodically the journal invites guest editors to devote an issue on a basic research area that shows promise to advance our understanding of the molecular mechanism(s) of a disease or has potential for clinical applications."
Current Organic Synthesis,1570-1794,1875-6271,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,Q3,,2.5,,"Current Organic Synthesis publishes in-depth reviews, original research articles and letter/short communications on all areas of synthetic organic chemistry i.e. asymmetric synthesis, organometallic chemistry, novel synthetic approaches to complex organic molecules, carbohydrates, polymers, protein chemistry, DNA chemistry, supramolecular chemistry, molecular recognition and new synthetic methods in organic chemistry. The frontier reviews provide the current state of knowledge in these fields and are written by experts who are internationally known for their eminent research contributions. The journal is essential reading to all synthetic organic chemists. Current Organic Synthesis should prove to be of great interest to synthetic chemists in academia and industry who wish to keep abreast with recent developments in key fields of organic synthesis."
Mini-Reviews in Organic Chemistry,1570-193X,1875-6298,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,Q2,,2.3,,"Mini-Reviews in Organic Chemistry is a peer reviewed journal which publishes original reviews/mini reviews on all areas of organic chemistry including organic synthesis, bioorganic and medicinal chemistry, natural product chemistry, molecular recognition, and physical organic chemistry. The emphasis will be on publishing quality papers very rapidly, without any charges."
Current Cardiology Reviews,1573-403X,1875-6557,Cardiology  & Cardiovascular Science,Cardiology  & Cardiovascular Science,Bentham Science,Hybrid,Q2,,2.2,,"Current Cardiology Reviews publishes frontier reviews of high quality on all the latest advances on the practical and clinical approach to the diagnosis and treatment of cardiovascular disease. All relevant areas are covered by the journal including arrhythmia, congestive heart failure, cardiomyopathy, congenital heart disease, drugs, methodology, pacing, and preventive cardiology. The journal is essential reading for all researchers and clinicians in cardiology."
Current Stem Cell Research & Therapy,1574-888X,2212-3946,Cell Biology / Molecular medicine,Cell Biology / Molecular medicine,Bentham Science,Hybrid,Q4,,2.2,,"Current Stem Cell Research & Therapy publishes high quality frontier reviews, drug clinical trial studies and guest edited issues on all aspects of basic research on stem cells and their uses in clinical therapy. The journal is essential reading for all researchers and clinicians involved in stem cells research"
Current Organic Chemistry,1385-2728,1875-5348,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,Q3,,2.1,,"Current Organic Chemistry aims to provide in-depth reviews on the current progress in the fields of asymmetric synthesis, organo-metallic chemistry, bioorganic chemistry, heterocyclic chemistry, natural product chemistry and analytical methods in organic chemistry. The frontier reviews provide the current state of knowledge in these fields and are written by chosen experts who are internationally known for their eminent research contributions. The Journal also accepts high quality research papers, highlights and letters besides thematic issues in these fields. Current Organic Chemistry should prove to be of great interest to organic chemists in academia and industry who wish to keep abreast with recent developments in key fields of organic chemistry."
Current Vascular Pharmacology,1570-1611,1875-6212,Cardiology  & Cardiovascular Science,Cardiology  & Cardiovascular Science,Bentham Science,Hybrid,Q2,,2.1,,"Current Vascular Pharmacology publishes clinical and research-based reviews, original research articles, letters, debates, drug clinical trial studies and guest edited issues to update all those concerned with the treatment of vascular disease, bridging the gap between clinical practice and ongoing research."
Current Protein & Peptide Science,1389-2037,1875-5550,Protein Science / biochemistry,Protein Science / biochemistry,Bentham Science,Hybrid,Q4,,2,,"Current Protein & Peptide Science publishes review articles on specific aspects involving proteins, peptides, and interactions between the enzymes, the binding interactions of hormones and their receptors; the properties of transcription factors and other molecules that regulate gene expression; the reactions leading to the immune response; the process of signal transduction; the structure and function of proteins involved in the cytoskeleton and molecular motors; the properties of membrane channels and transporters; and the generation and storage of metabolic energy. In addition, reviews of experimental studies of protein folding and design are given special emphasis. Manuscripts submitted to Current Protein and Peptide Science should cover a field by discussing research from the leading laboratories in a field and should pose questions for future studies. Original papers, research articles and letter articles/short communications are not considered for publication in Current Protein & Peptide Science."
Endocrine Metabolic & Immune Disorders - Drug Targets,1871-5303,2212-3873,Immunology / Pharmacology,Immunology / Pharmacology,Bentham Science,Hybrid,Q3,,2,,"This journal is devoted to timely reviews of experimental and clinical studies in the field of endocrine, metabolic, and immune disorders. Specific emphasis is placed on humoral and cellular targets for natural, synthetic, and genetically engineered drugs that enhance or impair endocrine, metabolic, and immune parameters and functions. Topics related to the neuroendocrine-immune axis are given special emphasis in view of the growing interest in stress-related, inflammatory, autoimmune, and degenerative disorders. Original articles related to Immune Disorders and Drug Targeting are also considered for publication."
Current Alzheimer Research,1567-2050,1875-5828,Neuroscience,Neuroscience,Bentham Science,Hybrid,Q2,,1.9,,"Current Alzheimer Research publishes peer-reviewed frontier review, research, drug clinical trial studies and letter articles on all areas of Alzheimer’s disease. This multidisciplinary journal will help in understanding the neurobiology, genetics, pathogenesis, and treatment strategies of Alzheimer’s disease. The journal publishes objective reviews written by experts and leaders actively engaged in research using cellular, molecular, and animal models. The journal also covers original articles on recent research in fast emerging areas of molecular diagnostics, brain imaging, drug development and discovery, and clinical aspects of Alzheimer’s disease. Manuscripts are encouraged that relate to the synergistic mechanism of Alzheimer's disease with other dementia and neurodegenerative disorders. Book reviews, meeting reports and letters-to-the-editor are also published. The journal is essential reading for researchers, educators and physicians with interest in age-related dementia and Alzheimer’s disease. Current Alzheimer Research provides a comprehensive 'bird's-eye view' of the current state of Alzheimer's research for neuroscientists, clinicians, health science planners, granting, caregivers and families of this devastating disease."
Current Diabetes Reviews,1573-3998,1875-6417,Endocrinology,Endocrinology,Bentham Science,Hybrid,Q3,,1.9,,"Current Diabetes Reviews publishes frontier reviews, original research articles, drug clinical trial studies and guest edited issues on all the latest advances on diabetes and its related areas dedicated to clinical research e.g. pharmacology, pathogenesis, complications, epidemiology, clinical care and therapy."
Current Drug Metabolism,1389-2002,1875-5453,Pharmacy & pharmacology,Pharmacy & pharmacology,Bentham Science,Hybrid,Q3,,1.8,,"Current Drug Metabolism aims to cover all the latest and outstanding developments in drug metabolism, pharmacokinetics, and drug disposition. The journal serves as an international forum for the publication of full-length/mini review, research articles and guest edited issues in drug metabolism. Current Drug Metabolism is an essential journal for academic, clinical, government and pharmaceutical scientists who wish to be kept informed and up-to-date with the most important developments. The journal covers the following general topic areas: pharmaceutics, pharmacokinetics, toxicology, and most importantly drug metabolism.

More specifically, in vitro and in vivo drug metabolism of phase I and phase II enzymes or metabolic pathways; drug-drug interactions and enzyme kinetics; pharmacokinetics, pharmacokinetic-pharmacodynamic modeling, and toxicokinetics; interspecies differences in metabolism or pharmacokinetics, species scaling and extrapolations; drug transporters; target organ toxicity and interindividual variability in drug exposure-response; extrahepatic metabolism; bioactivation, reactive metabolites, and developments for the identification of drug metabolites. Preclinical and clinical reviews describing the drug metabolism and pharmacokinetics of marketed drugs or drug classes."
Combinatorial Chemistry & High Throughput Screening,1386-2073,1875-5402,Applied Chemistry,Applied Chemistry,Bentham Science,Hybrid,Q3,,1.7,,"Combinatorial Chemistry & High Throughput Screening(CCHTS) publishes full length original research articles and reviews dealing with various topics related to chemical biology (High Throughput Screening, Combinatorial Chemistry, Chemoinformatics, Laboratory Automation and Compound management) in advancing drug discovery research."
Current Neurovascular Research,1567-2026,1875-5739,Cardiovascular medicine Science,Cardiovascular medicine Science,Bentham Science,Hybrid,Q3,,1.7,,"Current Neurovascular Research provides a cross platform for the publication of scientifically rigorous research that addresses disease mechanisms of both neuronal and vascular origins in neuroscience. The journal serves as an international forum publishing novel and original work as well as timely neuroscience research reviews in the disciplines of cell developmental disorders, plasticity, and degeneration that bridges the gap between basic science research and clinical discovery. Current Neurovascular Research emphasizes the elucidation of disease mechanisms, both cellular and molecular, which can impact the development of unique therapeutic strategies for neuronal and vascular disorders."
Current Analytical Chemistry,1573-4110,1875-6727,Analytical Chemistry,Analytical Chemistry,Bentham Science,Hybrid,Q3,,1.7,,"Current Analytical Chemistry publishes expert reviews and original research articles on the most recent advances in analytical chemistry. All aspects of the field are represented, including analytical methodology, techniques, and instrumentation in both fundamental and applied research topics of interest to the broad readership of the journal. Current Analytical Chemistry strives to serve as an authoritative source of information in analytical chemistry and in related applications such as biochemical analysis, pharmaceutical research, quantitative biological imaging, novel sensors, and nanotechnology."
MicroRNA,2211-5366,2211-5374,Molecular Medicine,Molecular Medicine,Bentham Science,Hybrid,NO,,1.7,,"MicroRNA publishes letters, full-length research, review articles, drug clinical trial studies and thematic issues on all aspects of microRNA (miRNA) research. The scope of the journal covers all experimental miRNA research and applied research in health and disease, including therapeutic, biomarkers, and diagnostic applications of MiRNA."
Current Green Chemistry,2213-3461,2213-347X,Green Chemistry,Green Chemistry,Bentham Science,Hybrid,Q3,,1.7,,"Current Green Chemistry is an international peer-reviewed journal, which publishes original research, expert reviews and thematic issues in all core areas of green chemistry. The scope covers green chemistry related to synthetic chemistry, process and analytical chemistry, separation science, sustainable resources, and alternative environmentally safer chemical procedures."
Current Pediatric Reviews,1573-3963,1875-6336,Pediatrics,Pediatrics,Bentham Science,Hybrid,Q3,,1.6,,"Current Pediatric Reviews publishes frontier reviews, drug clinical trial studies and guest edited thematic issues on all the latest advances in pediatric medicine. The journal’s aim is to publish the highest quality review articles dedicated to clinical research in the field. The journal is essential reading for all researchers and clinicians in pediatric medicine."
Current Computer-Aided Drug Design,1573-4099,1875-6697,Drug Design & Discovery,Drug Design & Discovery,Bentham Science,Hybrid,Q3,,1.6,,Current Computer-Aided Drug Design aims to publish all the latest developments in drug design based on computational techniques. The field of computer-aided drug design has had extensive impact in the area of drug design.
Current Nanoscience,1573-4137,1875-6786,Nanoscience,Nanoscience,Bentham Science,Hybrid,Q4,,1.5,,"Current Nanoscience publishes (a) Authoritative/Mini Reviews, and (b) Original Research and Highlights written by experts covering the most recent advances in nanoscience and nanotechnology. All aspects of the field are represented including nano-structures, nano-bubbles, nano-droplets and nanofluids. Applications of nanoscience in physics, material science, chemistry, synthesis, environmental science, electronics, biomedical nanotechnology, biomedical engineering, biotechnology, medicine and pharmaceuticals are also covered. The journal is essential to all researches involved in nanoscience and its applied and fundamental areas of science, chemistry, physics, material science, engineering and medicine."
Current Genomics,1389-2029,1875-5488,Molecular Medicinal Science,Molecular Medicinal Science,Bentham Science,Hybrid,Q3,,1.4,,"Current Genomics is a peer-reviewed journal that provides essential reading about the latest and most important developments in genome science and related fields of research. Systems biology, systems modeling, machine learning, network inference, bioinformatics, computational biology, epigenetics, single cell genomics, extracellular vesicles, quantitative biology, and synthetic biology for the study of evolution, development, maintenance, aging and that of human health, human diseases, clinical genomics and precision medicine are topics of particular interest. The journal covers plant genomics. The journal will not consider articles dealing with breeding and livestock.
Current Genomics publishes three types of articles including:
i) Research papers from internationally-recognized experts reporting on new and original data generated at the genome scale level. Position papers dealing with new or challenging methodological approaches, whether experimental or mathematical, are greatly welcome in this section.
ii) Authoritative and comprehensive full-length or mini reviews from widely recognized experts, covering the latest developments in genome science and related fields of research such as systems biology, statistics and machine learning, quantitative biology, and precision medicine. Proposals for mini-hot topics (2-3 review papers) and full hot topics (6-8 review papers) guest edited by internationally-recognized experts are welcome in this section. Hot topic proposals should not contain original data and they should contain articles originating from at least 2 different countries.
iii) Opinion papers from internationally recognized experts addressing contemporary questions and issues in the field of genome science and systems biology and basic and clinical research practices."
Current Rheumatology Reviews,1573-3971,1875-6360,Medicine Sciences / immunology,Medicine Sciences / immunology,Bentham Science,Hybrid,Q4,,1.3,,"Current Rheumatology Reviews publishes frontier reviews, original research articles, drug clinical trial studies and guest edited thematic issues on all the latest advances on rheumatology and its related areas e.g. pharmacology, pathogenesis, epidemiology, clinical care and therapy. The journal's aim is to publish the highest quality review articles dedicated to clinical research in the field."
The Natural Products Journal,2210-3155,2210-3163,Natural Products Chemistry,Natural Products Chemistry,Bentham Science,Hybrid,Q4,,1.2,,"The Natural Products Journal publishes original research articles, reviews, letters and guest edited issues on all aspects of research and development in the field including: isolation, purification, structure elucidation, synthesis and bioactivity of chemical compounds found in nature."
Protein & Peptide Letters,0929-8665,1875-5305,Protein Science / Biochemistry,Protein Science / Biochemistry,Bentham Science,Hybrid,Q4,,1.1,,"Protein & Peptide Letters publishes letters, original research papers, mini-reviews and guest edited issues in all important aspects of protein and peptide research, including structural studies, advances in recombinant expression, function, synthesis, enzymology, immunology, molecular modeling, and drug design. Manuscripts must have a significant element of novelty, timeliness and urgency that merit rapid publication. Reports of crystallization and preliminary structure determination of biologically important proteins are considered only if they include significant new approaches or deal with proteins of immediate importance, and preliminary structure determinations of biologically important proteins. Purely theoretical/review papers should provide new insight into the principles of protein/peptide structure and function. Manuscripts describing computational work should include some experimental data to provide confirmation of the results of calculations"
Current Nutrition & Food Science,1573-4013,2212-3881,Food Science,Food Science,Bentham Science,Hybrid,Q4,,1.1,,"Current Nutrition & Food Science publishes frontier research on advances in food and nutrition pertaining to their nutrition value, their impact on health and disease and their molecular and biochemical actions. The journal aims to publish high quality original research and review articles, and thematic issues. The journal is essential reading for all nutrition and food scientists."
Recent Advances in Inflammation & Allergy Drug Discovery,2772-2708,2772-2716,Inflammation & Allergy Science,Inflammation & Allergy Science,Bentham Science,Hybrid,Q4,,1.1,,"Recent Advances in Inflammation & Allergy Drug Discovery publishes full-length/mini reviews, research articles, letters, case reports, perspectives, systematic reviews and thematic issues in the field of inflammation and allergy research, including new strategies in diagnosis, treatment and prevention of allergic and inflammatory diseases. The journal covers all pharmacological aspects of inflammation and allergy, including mediators of inflammation and allergy, as well as cellular processes and molecular mechanisms involved in the production of inflammatory and hypersensitivity reactions.

The journal encourages submission of articles on anti-inflammatory and anti-allergy therapies, acute and chronic inflammation, allergic and immunologic diseases, chronic obstructive pulmonary disease (COPD allied inflammation, irritant induced asthma, respiratory aids, clinical immunology, primary immune deficiencies, allergic rhinitis, drug allergies, atopic dermatitis, allergy associated skin test and their interpretation, occupational and environmental allergy, allergen immunotherapy, herbal or traditional medicines for the treatment of allergy and inflammation.

Articles on important and recent patents in the field is also included in the journal. The journal is essential reading for all researchers involved in inflammation and allergy drug design and discovery."
Current Medical Imaging,1573-4056,1875-6603,Medical Imaging,Medical Imaging,Bentham Science,Hybrid,Q3,,1.1,,"Current Medical Imaging publishes frontier review articles, original research articles, case reports, drug clinical trial studies and guest edited thematic issues on all the latest advances on medical imaging dedicated to clinical research. All relevant areas are covered by the journal, including advances in the diagnosis, instrumentation and therapeutic applications related to all modern medical imaging techniques. The journal is essential reading for all clinicians and researchers involved in medical imaging and diagnosis."
Current HIV Research,1570-162X,1873-4251,Anti_infective / Infectious Diseases,Anti_infective / Infectious Diseases,Bentham Science,Hybrid,Q4,,1,,"Current HIV Research covers all the latest and outstanding developments of HIV research by publishing original research, review articles and guest edited thematic issues. The novel pioneering work in the basic and clinical fields on all areas of HIV research covers: virus replication and gene expression, HIV assembly, virus-cell interaction, viral pathogenesis, epidemiology and transmission, anti-retroviral therapy and adherence, drug discovery, the latest developments in HIV/AIDS vaccines and animal models, mechanisms and interactions with AIDS related diseases, social and public health issues related to HIV disease, and prevention of viral infection. Periodically, the journal invites guest editors to devote an issue on a particular area of HIV research of great interest that increases our understanding of the virus and its complex interaction with the host."
Letters in Organic Chemistry,1570-1786,1875-6255,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,Q4,,1,,"Letters in Organic Chemistry publishes original letters, mini-reviews and guest edited issue in all areas of organic chemistry including synthesis, bioorganic, medicinal, natural products, organometallic, supramolecular, molecular recognition and physical organic chemistry. The emphasis is to publish quality papers rapidly by taking full advantage of latest technology for both submission and review of the manuscripts."
Reviews on Recent Clinical Trials,1574-8871,1876-1038,Pharmaceutical Science,Pharmaceutical Science,Bentham Science,Hybrid,Q4,,1,,"Reviews on Recent Clinical Trials publishes frontier reviews, original research articles, drug clinical trial studies and guest edited thematic issues on recent clinical trials of major importance. The journal's aim is to publish the highest quality articles in the field. Topics covered include: important Phase I – IV clinical trial studies, clinical investigations at all stages of development and therapeutics."
Current Organocatalysis,2213-3372,2213-3380,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,Q4,,1,,"Current Organocatalysis is an international peer-reviewed journal that publishes significant research in all areas of organocatalysis. The journal covers organo homogeneous/heterogeneous catalysis, innovative mechanistic studies and kinetics of organocatalytic processes focusing on practical, theoretical and computational aspects. It also includes potential applications of organocatalysts in the fields of drug discovery, synthesis of novel molecules, synthetic method development, green chemistry and chemoenzymatic reactions. It is the premier source of organocatalysis related information for chemists, biologists and engineers pursuing research in industry and academia."
Current Cancer Therapy Reviews,1573-3947,1875-6301,Cancer Research,Cancer Research,Bentham Science,Hybrid,Q4,,0.9,,"Current Cancer Therapy Reviews publishes frontier reviews, original research articles, drug clinical trial studies and guest edited thematic issues on all the latest advances in clinical oncology, cancer therapy and pharmacology. The journal's aim is to publish the highest quality review articles dedicated to clinical research in the field. The journal is essential reading for all researchers and clinicians in cancer therapy."
Current Microwave Chemistry,2213-3356,2213-3364,Microwave Chemistry,Microwave Chemistry,Bentham Science,Hybrid,Q4,,0.9,,"Current Microwave Chemistry is an international peer-reviewed journal that publishes important contributions describing advances in the use of the microwave in the fields of chemistry, biology, medicine, biomedical science, and engineering. The journal covers microwave-assisted synthesis of novel organic, organometallic and inorganic molecules or complexes, kinetics and mechanistic studies of microwave-induced chemical reactions and potential use of microwave irradiation in the fields of drug discovery, green chemistry, catalysis and industrial process development. It is the premier source of microwave related information for chemists, biologists, pharmacologists and engineers in both industry and academia."
Current Traditional Medicine,2215-0838,2215-0846,Medicine,Medicine,Bentham Science,Hybrid,Q4,,0.9,,"Current Traditional Medicine covers all the aspects of the modernization and standardization research on traditional medicine of the world, e.g. chemistry, pharmacology, molecular mechanism, systems biology, proteomics, genomics, metabolomics, safety, quality control, clinical studies of traditional Chinese, Ayurvedic, Unani, Arabic and other ethnomedicine. Each issue contains updated comprehensive in-depth reviews along with high quality original experimental research articles. Current Traditional Medicine is a leading and important international peer-reviewed journal reflecting the current outstanding scientific research progresses of the global traditional, indigenous, folk and ethnologic medicine. It provides a bridge connected the tradition medicine system to the modern life science with the efforts of top scientists, as well as a resource to pursuit the solutions for the existing common issues in the traditional medicine."
Current Reviews in Clinical and Experimental Pharmacology,2772-4328,2772-4336,Pharmacology,Pharmacology,Bentham Science,Hybrid,Q4,,0.9,,"Current Reviews in Clinical and Experimental Pharmacology publishes full-length /mini-reviews including high-quality narrative reviews, systematic reviews, and meta-analyses on all the latest advances in the field of basic and clinical pharmacological research. Guest edited thematic issues on specific hot topics are also published. The following areas are included: pharmacokinetics, pharmacodynamics, novel drug targets, drug discovery and development, systems pharmacology, pharmacogenomics, pharmacoepidemiology and clinical trials."
Current Hypertension Reviews,1573-4021,1875-6506,Cardiology  & Cardiovascular Science,Cardiology  & Cardiovascular Science,Bentham Science,Hybrid,Q3,,0.8,,"Current Hypertension Reviews publishes frontier reviews, original research articles and guest edited thematic issues on all the latest advances on hypertension and its related areas e.g. nephrology, clinical care, and therapy. The journal’s aim is to publish the highest quality review articles dedicated to clinical research in the field. The journal is essential reading for all clinicians and researchers in the field of hypertension."
Current Drug Therapy,1574-8855,2212-3903,Drug Therapy/pharmacy/pharmaceutical science,Drug Therapy/pharmacy/pharmaceutical science,Bentham Science,Hybrid,Q4,,0.7,,"Current Drug Therapy publishes frontier reviews of high quality on all the latest advances in drug therapy and drug clinical trial studies and guest edited thematic issues covering: new and existing drugs, therapies and medical devices."
Current Drug Safety,1574-8863,2212-3911,Drug TherapyPharmacy/Pharmaceutical science,Drug TherapyPharmacy/Pharmaceutical science,Bentham Science,Hybrid,Q4,,0.7,,"Current Drug Safety publishes frontier articles on all the latest advances on drug safety. The journal aims to publish the highest quality research articles, reviews and case reports in the field. Topics covered include: adverse effects of individual drugs and drug classes, management of adverse effects, pharmacovigilance and pharmacoepidemiology of new and existing drugs, post-marketing surveillance. The journal is essential reading for all researchers and clinicians involved in drug safety."
Adolescent Psychiatry,2210-6766,2210-6774,Neuroscience/ Psychiatry,Neuroscience/ Psychiatry,Bentham Science,Hybrid,Q4,,0.7,,"Adolescent Psychiatry a peer-reviewed journal, aims to provide mental health professionals who work with adolescents with current information relevant to the diagnosis and treatment of psychiatric disorders in adolescents."
